code	country	areacode	state	GMT	DST	DST_RANGE	GEOGRAPHIC DESCRIPTION	TZ_CODE	PHP_TZ
1	USA	201	NJ	-5	Y	SSM-FSN	New Jersey	EST	America/New_York
1	USA	202	DC	-5	Y	SSM-FSN	District of Columbia	EST	America/New_York
1	USA	203	CT	-5	Y	SSM-FSN	Connecticut	EST	America/New_York
1	CAN	204	MB	-6	Y	SSM-FSN	Manitoba	CST	America/Winnipeg
1	USA	205	AL	-6	Y	SSM-FSN	Alabama	CST	America/Chicago
1	USA	206	WA	-8	Y	SSM-FSN	Washington	PST	America/Los_Angeles
1	USA	207	ME	-5	Y	SSM-FSN	Maine	EST	America/New_York
1	USA	208	ID	-7	Y	SSM-FSN	Idaho	MST	America/Denver
1	USA	209	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	210	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	212	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	213	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	214	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	215	PA	-5	Y	SSM-FSN	Pennsylvania	EST	America/New_York
1	USA	216	OH	-5	Y	SSM-FSN	Ohio	EST	America/New_York
1	USA	217	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	USA	218	MN	-6	Y	SSM-FSN	Minnesota	CST	America/Chicago
1	USA	219	IN	-6	Y	SSM-FSN	Indiana	CST	America/Chicago
1	USA	220	OH	-5	Y	SSM-FSN	Ohio	EST	America/New_York
1	USA	223	PA	-5	Y	SSM-FSN	Pennsylvania	EST	America/New_York
1	USA	224	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	USA	225	LA	-6	Y	SSM-FSN	Louisiana	CST	America/Chicago
1	CAN	226	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	USA	227	MD	-5	Y	SSM-FSN	Maryland	EST	America/New_York
1	USA	228	MS	-6	Y	SSM-FSN	Mississippi	CST	America/Chicago
1	USA	229	GA	-5	Y	SSM-FSN	Georgia	EST	America/New_York
1	USA	231	MI	-5	Y	SSM-FSN	Michigan	EST	America/New_York
1	USA	234	OH	-5	Y	SSM-FSN	Ohio	EST	America/New_York
1	CAN	236	BC	-8	Y	SSM-FSN	British Columbia	PST	America/Vancouver
1	USA	239	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	USA	240	MD	-5	Y	SSM-FSN	Maryland	EST	America/New_York
1	BHS	242		-5	Y	FSA-LSO	Bahamas	EST	America/Nassau
1	BRB	246		-4	N		Barbados	AST	America/Barbados
1	USA	248	MI	-5	Y	SSM-FSN	Michigan	EST	America/New_York
1	CAN	249	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	CAN	250	BC	-8	Y	SSM-FSN	British Columbia	PST	America/Vancouver
1	USA	251	AL	-6	Y	SSM-FSN	Alabama	CST	America/Chicago
1	USA	252	NC	-5	Y	SSM-FSN	North Carolina	EST	America/New_York
1	USA	253	WA	-8	Y	SSM-FSN	Washington	PST	America/Los_Angeles
1	USA	254	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	256	AL	-6	Y	SSM-FSN	Alabama	CST	America/Chicago
1	USA	260	IN	-5	Y	SSM-FSN	Indiana	EST	America/New_York
1	USA	262	WI	-6	Y	SSM-FSN	Wisconsin	CST	America/Chicago
1	CAN	263	QC	-5	Y	SSM-FSN	Quebec	EST	America/Toronto
1	AIA	264		-4	N		Anguilla	AST	America/Anguilla
1	USA	267	PA	-5	Y	SSM-FSN	Pennsylvania	EST	America/New_York
1	ATG	268		-4	N		Antigua and Barbuda	AST	America/Antigua
1	USA	269	MI	-5	Y	SSM-FSN	Michigan	EST	America/New_York
1	USA	270	KY	-6	Y	SSM-FSN	Kentucky	CST	America/Chicago
1	USA	272	PA	-5	Y	SSM-FSN	Pennsylvania	EST	America/New_York
1	USA	274	WI	-6	Y	SSM-FSN	Wisconsin	CST	America/Chicago
1	USA	276	VA	-5	Y	SSM-FSN	Virginia	EST	America/New_York
1	USA	278	MI	-5	Y	SSM-FSN	Michigan	EST	America/New_York
1	USA	279	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	280	MD	-5	Y	SSM-FSN	Maryland	EST	America/New_York
1	USA	281	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	282	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	USA	283	OH	-5	Y	SSM-FSN	Ohio	EST	America/New_York
1	VGB	284		-4	N		British Virgin Islands	AST	America/Puerto_Rico
1	CAN	289	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	ABW	297		-4	N		Aruba	AST	America/Aruba
1	USA	301	MD	-5	Y	SSM-FSN	Maryland	EST	America/New_York
1	USA	302	DE	-5	Y	SSM-FSN	Delaware	EST	America/New_York
1	USA	303	CO	-7	Y	SSM-FSN	Colorado	MST	America/Denver
1	USA	304	WV	-5	Y	SSM-FSN	West Virginia	EST	America/New_York
1	USA	305	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	CAN	306	SK	-6	N		Saskatchewan	CST	America/Regina
1	USA	307	WY	-7	Y	SSM-FSN	Wyoming	MST	America/Denver
1	USA	308	NE	-6	Y	SSM-FSN	Nebraska	CST	America/Chicago
1	USA	309	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	USA	310	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	312	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	USA	313	MI	-5	Y	SSM-FSN	Michigan	EST	America/New_York
1	USA	314	MO	-6	Y	SSM-FSN	Missouri	CST	America/Chicago
1	USA	315	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	316	KS	-6	Y	SSM-FSN	Kansas	CST	America/Chicago
1	USA	317	IN	-5	Y	SSM-FSN	Indiana	EST	America/New_York
1	USA	318	LA	-6	Y	SSM-FSN	Louisiana	CST	America/Chicago
1	USA	319	IA	-6	Y	SSM-FSN	Iowa	CST	America/Chicago
1	USA	320	MN	-6	Y	SSM-FSN	Minnesota	CST	America/Chicago
1	USA	321	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	USA	323	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	325	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	326	OH	-5	Y	SSM-FSN	Ohio	EST	America/New_York
1	USA	327	AR	-6	Y	SSM-FSN	Arkansas	CST	America/Chicago
1	USA	330	OH	-5	Y	SSM-FSN	Ohio	EST	America/New_York
1	USA	331	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	USA	332	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	334	AL	-6	Y	SSM-FSN	Alabama	CST	America/Chicago
1	USA	336	NC	-5	Y	SSM-FSN	North Carolina	EST	America/New_York
1	USA	337	LA	-6	Y	SSM-FSN	Louisiana	CST	America/Chicago
1	USA	339	MA	-5	Y	SSM-FSN	Massachusetts	EST	America/New_York
1	VIR	340		-4	N		Virgin Islands	AST	America/Puerto_Rico
1	USA	341	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	CAN	343	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	CYM	345		-5	Y	FSA-LSO	Cayman Islands	EST	America/Cayman
1	USA	346	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	347	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	351	MA	-5	Y	SSM-FSN	Massachusetts	EST	America/New_York
1	USA	352	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	CAN	354	QC	-5	Y	SSM-FSN	Quebec	EST	America/Toronto
1	USA	358	PA	-5	Y	SSM-FSN	Pennsylvania	EST	America/New_York
1	USA	360	WA	-8	Y	SSM-FSN	Washington	PST	America/Los_Angeles
1	USA	361	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	363	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	364	KY	-6	Y	SSM-FSN	Kentucky	CST	America/Chicago
1	CAN	365	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	CAN	367	QC	-5	Y	SSM-FSN	Quebec	EST	America/Toronto
1	CAN	368	AB	-7	Y	SSM-FSN	Alberta	MST	America/Edmonton
1	USA	369	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	380	OH	-5	Y	SSM-FSN	Ohio	EST	America/New_York
1	CAN	382	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	USA	385	UT	-7	Y	SSM-FSN	Utah	MST	America/Denver
1	USA	386	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	USA	401	RI	-5	Y	SSM-FSN	Rhode Island	EST	America/New_York
1	USA	402	NE	-6	Y	SSM-FSN	Nebraska	CST	America/Chicago
1	CAN	403	AB	-7	Y	SSM-FSN	Alberta	MST	America/Edmonton
1	USA	404	GA	-5	Y	SSM-FSN	Georgia	EST	America/New_York
1	USA	405	OK	-6	Y	SSM-FSN	Oklahoma	CST	America/Chicago
1	USA	406	MT	-7	Y	SSM-FSN	Montana	MST	America/Denver
1	USA	407	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	USA	408	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	409	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	410	MD	-5	Y	SSM-FSN	Maryland	EST	America/New_York
1	USA	412	PA	-5	Y	SSM-FSN	Pennsylvania	EST	America/New_York
1	USA	413	MA	-5	Y	SSM-FSN	Massachusetts	EST	America/New_York
1	USA	414	WI	-6	Y	SSM-FSN	Wisconsin	CST	America/Chicago
1	USA	415	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	CAN	416	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	USA	417	MO	-6	Y	SSM-FSN	Missouri	CST	America/Chicago
1	CAN	418	QC	-5	Y	SSM-FSN	Quebec	EST	America/Toronto
1	USA	419	OH	-5	Y	SSM-FSN	Ohio	EST	America/New_York
1	USA	423	TN	-5	Y	SSM-FSN	Tennessee	EST	America/New_York
1	USA	424	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	425	WA	-8	Y	SSM-FSN	Washington	PST	America/Los_Angeles
1	CAN	428	NB	-4	Y	SSM-FSN	New Brunswick	AST	America/Moncton
1	USA	430	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	CAN	431	MB	-6	Y	SSM-FSN	Manitoba	CST	America/Winnipeg
1	USA	432	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	434	VA	-5	Y	SSM-FSN	Virginia	EST	America/New_York
1	USA	435	UT	-7	Y	SSM-FSN	Utah	MST	America/Denver
1	CAN	437	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	CAN	438	QC	-5	Y	SSM-FSN	Quebec	EST	America/Toronto
1	USA	440	OH	-5	Y	SSM-FSN	Ohio	EST	America/New_York
1	BMU	441		-4	Y	FSA-LSO	Bermuda	AST	Atlantic/Bermuda
1	USA	442	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	443	MD	-5	Y	SSM-FSN	Maryland	EST	America/New_York
1	USA	445	PA	-5	Y	SSM-FSN	Pennsylvania	EST	America/New_York
1	USA	447	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	USA	448	FL	-6	Y	SSM-FSN	Florida	CST	America/Chicago
1	CAN	450	QC	-5	Y	SSM-FSN	Quebec	EST	America/Toronto
1	USA	458	OR	-8	Y	SSM-FSN	Oregon	PST	America/Los_Angeles
1	USA	463	IN	-5	Y	SSM-FSN	Indiana	EST	America/New_York
1	USA	464	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	CAN	468	QC	-5	Y	SSM-FSN	Quebec	EST	America/Toronto
1	USA	469	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	470	GA	-5	Y	SSM-FSN	Georgia	EST	America/New_York
1	USA	472	NC	-5	Y	SSM-FSN	North Carolina	EST	America/New_York
1	GRD	473		-4	N		Grenada	AST	America/Grenada
1	CAN	474	SK	-6	N		Saskatchewan	CST	America/Regina
1	USA	475	CT	-5	Y	SSM-FSN	Connecticut	EST	America/New_York
1	USA	478	GA	-5	Y	SSM-FSN	Georgia	EST	America/New_York
1	USA	479	AR	-6	Y	SSM-FSN	Arkansas	CST	America/Chicago
1	USA	480	AZ	-7	N		Arizona	MST	America/Phoenix
1	USA	484	PA	-5	Y	SSM-FSN	Pennsylvania	EST	America/New_York
1	USA	501	AR	-6	Y	SSM-FSN	Arkansas	CST	America/Chicago
1	USA	502	KY	-5	Y	SSM-FSN	Kentucky	EST	America/New_York
1	USA	503	OR	-8	Y	SSM-FSN	Oregon	PST	America/Los_Angeles
1	USA	504	LA	-6	Y	SSM-FSN	Louisiana	CST	America/Chicago
1	USA	505	NM	-7	Y	SSM-FSN	New Mexico	MST	America/Denver
1	CAN	506	NB	-4	Y	SSM-FSN	New Brunswick	AST	America/Moncton
1	USA	507	MN	-6	Y	SSM-FSN	Minnesota	CST	America/Chicago
1	USA	508	MA	-5	Y	SSM-FSN	Massachusetts	EST	America/New_York
1	USA	509	WA	-8	Y	SSM-FSN	Washington	PST	America/Los_Angeles
1	USA	510	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	512	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	513	OH	-5	Y	SSM-FSN	Ohio	EST	America/New_York
1	CAN	514	QC	-5	Y	SSM-FSN	Quebec	EST	America/Toronto
1	USA	515	IA	-6	Y	SSM-FSN	Iowa	CST	America/Chicago
1	USA	516	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	517	MI	-5	Y	SSM-FSN	Michigan	EST	America/New_York
1	USA	518	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	CAN	519	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	USA	520	AZ	-7	N		Arizona	MST	America/Phoenix
1	USA	530	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	531	NE	-6	Y	SSM-FSN	Nebraska	CST	America/Chicago
1	USA	534	WI	-6	Y	SSM-FSN	Wisconsin	CST	America/Chicago
1	USA	539	OK	-6	Y	SSM-FSN	Oklahoma	CST	America/Chicago
1	USA	540	VA	-5	Y	SSM-FSN	Virginia	EST	America/New_York
1	USA	541	OR	-8	Y	SSM-FSN	Oregon	PST	America/Los_Angeles
1	USA	546	MI	-5	Y	SSM-FSN	Michigan	EST	America/New_York
1	CAN	548	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	USA	551	NJ	-5	Y	SSM-FSN	New Jersey	EST	America/New_York
1	USA	557	MO	-6	Y	SSM-FSN	Missouri	CST	America/Chicago
1	USA	559	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	561	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	USA	562	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	563	IA	-6	Y	SSM-FSN	Iowa	CST	America/Chicago
1	USA	564	WA	-8	Y	SSM-FSN	Washington	PST	America/Los_Angeles
1	USA	567	OH	-5	Y	SSM-FSN	Ohio	EST	America/New_York
1	USA	570	PA	-5	Y	SSM-FSN	Pennsylvania	EST	America/New_York
1	USA	571	VA	-5	Y	SSM-FSN	Virginia	EST	America/New_York
1	USA	572	OK	-6	Y	SSM-FSN	Oklahoma	CST	America/Chicago
1	USA	573	MO	-6	Y	SSM-FSN	Missouri	CST	America/Chicago
1	USA	574	IN	-5	Y	SSM-FSN	Indiana	EST	America/New_York
1	USA	575	NM	-7	Y	SSM-FSN	New Mexico	MST	America/Denver
1	CAN	579	QU	-5	Y	SSM-FSN	Quebec	EST	America/Toronto
1	USA	580	OK	-6	Y	SSM-FSN	Oklahoma	CST	America/Chicago
1	CAN	581	QC	-5	Y	SSM-FSN	Quebec	EST	America/Toronto
1	USA	582	PA	-5	Y	SSM-FSN	Pennsylvania	EST	America/New_York
1	CAN	584	MB	-6	Y	SSM-FSN	Manitoba	CST	America/Winnipeg
1	USA	585	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	586	MI	-5	Y	SSM-FSN	Michigan	EST	America/New_York
1	CAN	587	AB	-7	Y	SSM-FSN	Alberta	MST	America/Edmonton
1	GLP	590		-4	N		Guadeloupe	AST	America/Guadeloupe
1	MTQ	596		-4	N		Martinique	AST	America/Martinique
1	CUW	599		-4	N		Antilles	AST	America/Curacao
1	USA	601	MS	-6	Y	SSM-FSN	Mississippi	CST	America/Chicago
1	USA	602	AZ	-7	N		Arizona	MST	America/Phoenix
1	USA	603	NH	-5	Y	SSM-FSN	New Hampshire	EST	America/New_York
1	CAN	604	BC	-8	Y	SSM-FSN	British Columbia	PST	America/Vancouver
1	USA	605	SD	-6	Y	SSM-FSN	South Dakota	CST	America/Chicago
1	USA	606	KY	-5	Y	SSM-FSN	Kentucky	EST	America/New_York
1	USA	607	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	608	WI	-6	Y	SSM-FSN	Wisconsin	CST	America/Chicago
1	USA	609	NJ	-5	Y	SSM-FSN	New Jersey	EST	America/New_York
1	USA	610	PA	-5	Y	SSM-FSN	Pennsylvania	EST	America/New_York
1	USA	612	MN	-6	Y	SSM-FSN	Minnesota	CST	America/Chicago
1	CAN	613	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	USA	614	OH	-5	Y	SSM-FSN	Ohio	EST	America/New_York
1	USA	615	TN	-6	Y	SSM-FSN	Tennessee	CST	America/Chicago
1	USA	616	MI	-5	Y	SSM-FSN	Michigan	EST	America/New_York
1	USA	617	MA	-5	Y	SSM-FSN	Massachusetts	EST	America/New_York
1	USA	618	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	USA	619	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	620	KS	-6	Y	SSM-FSN	Kansas	CST	America/Chicago
1	USA	623	AZ	-7	N		Arizona	MST	America/Phoenix
1	USA	626	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	627	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	628	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	629	TN	-6	Y	SSM-FSN	Tennessee	CST	America/Chicago
1	USA	630	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	USA	631	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	636	MO	-6	Y	SSM-FSN	Missouri	CST	America/Chicago
1	CAN	639	SK	-6	N		Saskatchewan	CST	America/Regina
1	USA	640	NJ	-5	Y	SSM-FSN	New Jersey	EST	America/New_York
1	USA	641	IA	-6	Y	SSM-FSN	Iowa	CST	America/Chicago
1	USA	645	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	USA	646	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	CAN	647	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	TCA	649		-5	Y	FSA-LSO	Turks Islands	EST	America/New_York
1	USA	650	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	651	MN	-6	Y	SSM-FSN	Minnesota	CST	America/Chicago
1	USA	656	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	USA	657	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	JAM	658		-5	N		Jamaica	EST	America/Jamaica
1	USA	659	AL	-6	Y	SSM-FSN	Alabama	CST	America/Chicago
1	USA	660	MO	-6	Y	SSM-FSN	Missouri	CST	America/Chicago
1	USA	661	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	662	MS	-6	Y	SSM-FSN	Mississippi	CST	America/Chicago
1	MSR	664		-4	N		Montserrat	AST	America/Montserrat
1	USA	667	MD	-5	Y	SSM-FSN	Maryland	EST	America/New_York
1	USA	669	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	MNP	670	MP	+10	N		Mariana Islands	ChST	Pacific/Saipan
1	GUM	671	GU	+10	N		Guam	GST	Pacific/Guam
1	CAN	672	BC	-8	Y	SSM-FSN	British Columbia	PST	America/Vancouver
1	USA	678	GA	-5	Y	SSM-FSN	Georgia	EST	America/New_York
1	USA	679	MI	-5	Y	SSM-FSN	Michigan	EST	America/New_York
1	USA	680	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	681	WV	-5	Y	SSM-FSN	West Virginia	EST	America/New_York
1	USA	682	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	CAN	683	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	ASM	684		-11	N		American Samoa	SST	Pacific/Pago_Pago
1	USA	689	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	USA	701	ND	-6	Y	SSM-FSN	North Dakota	CST	America/Chicago
1	USA	702	NV	-8	Y	SSM-FSN	Nevada	PST	America/Los_Angeles
1	USA	703	VA	-5	Y	SSM-FSN	Virginia	EST	America/New_York
1	USA	704	NC	-5	Y	SSM-FSN	North Carolina	EST	America/New_York
1	CAN	705	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	USA	706	GA	-5	Y	SSM-FSN	Georgia	EST	America/New_York
1	USA	707	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	708	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	CAN	709	NF	-3.5	Y	SSM-FSN	Newfoundland	NST	America/St_Johns
1	USA	712	IA	-6	Y	SSM-FSN	Iowa	CST	America/Chicago
1	USA	713	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	714	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	715	WI	-6	Y	SSM-FSN	Wisconsin	CST	America/Chicago
1	USA	716	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	717	PA	-5	Y	SSM-FSN	Pennsylvania	EST	America/New_York
1	USA	718	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	719	CO	-7	Y	SSM-FSN	Colorado	MST	America/Denver
1	USA	720	CO	-7	Y	SSM-FSN	Colorado	MST	America/Denver
1	NLD	721		-4	N		St. Maarten	AST	America/St_Barthelemy
1	USA	724	PA	-5	Y	SSM-FSN	Pennsylvania	EST	America/New_York
1	USA	725	NV	-8	Y	SSM-FSN	Nevada	PST	America/Los_Angeles
1	USA	726	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	727	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	USA	728	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	USA	730	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	USA	731	TN	-6	Y	SSM-FSN	Tennessee	CST	America/Chicago
1	USA	732	NJ	-5	Y	SSM-FSN	New Jersey	EST	America/New_York
1	USA	734	MI	-5	Y	SSM-FSN	Michigan	EST	America/New_York
1	USA	737	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	740	OH	-5	Y	SSM-FSN	Ohio	EST	America/New_York
1	CAN	742	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	USA	743	NC	-5	Y	SSM-FSN	North Carolina	EST	America/New_York
1	USA	747	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	752	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	CAN	753	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	USA	754	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	USA	757	VA	-5	Y	SSM-FSN	Virginia	EST	America/New_York
1	LCA	758		-4	N		St. Lucia	AST	America/St_Lucia
1	USA	760	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	762	GA	-5	Y	SSM-FSN	Georgia	EST	America/New_York
1	USA	763	MN	-6	Y	SSM-FSN	Minnesota	CST	America/Chicago
1	USA	764	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	765	IN	-5	Y	SSM-FSN	Indiana	EST	America/New_York
1	DMA	767		-4	N		Dominica	AST	America/Dominica
1	USA	769	MS	-6	Y	SSM-FSN	Mississippi	CST	America/Chicago
1	USA	770	GA	-5	Y	SSM-FSN	Georgia	EST	America/New_York
1	USA	771	DC	-5	Y	SSM-FSN	District of Columbia	EST	America/New_York
1	USA	772	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	USA	773	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	USA	774	MA	-5	Y	SSM-FSN	Massachusetts	EST	America/New_York
1	USA	775	NV	-8	Y	SSM-FSN	Nevada	PST	America/Los_Angeles
1	CAN	778	BC	-8	Y	SSM-FSN	British Columbia	PST	America/Vancouver
1	USA	779	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	CAN	780	AB	-7	Y	SSM-FSN	Alberta	MST	America/Edmonton
1	USA	781	MA	-5	Y	SSM-FSN	Massachusetts	EST	America/New_York
1	CAN	782	NS	-4	Y	SSM-FSN	Nova Scotia	AST	America/Moncton
1	VCT	784		-4	N		St. Vincent	AST	America/St_Vincent
1	USA	785	KS	-6	Y	SSM-FSN	Kansas	CST	America/Chicago
1	USA	786	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	PRI	787	PR	-4	N		Puerto Rico	AST	America/Puerto_Rico
1	USA	801	UT	-7	Y	SSM-FSN	Utah	MST	America/Denver
1	USA	802	VT	-5	Y	SSM-FSN	Vermont	EST	America/New_York
1	USA	803	SC	-5	Y	SSM-FSN	South Carolina	EST	America/New_York
1	USA	804	VA	-5	Y	SSM-FSN	Virginia	EST	America/New_York
1	USA	805	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	806	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	CAN	807	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	USA	808	HI	-10	N		Hawaii	HST	Pacific/Honolulu
1	DOM	809		-4	N		Dominican Republic	AST	America/Santo_Domingo
1	USA	810	MI	-5	Y	SSM-FSN	Michigan	EST	America/New_York
1	USA	812	IN	-5	Y	SSM-FSN	Indiana	EST	America/New_York
1	USA	813	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	USA	814	PA	-5	Y	SSM-FSN	Pennsylvania	EST	America/New_York
1	USA	815	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	USA	816	MO	-6	Y	SSM-FSN	Missouri	CST	America/Chicago
1	USA	817	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	818	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	CAN	819	QC	-5	Y	SSM-FSN	Quebec	EST	America/Toronto
1	USA	820	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	CAN	825	AB	-7	Y	SSM-FSN	Alberta	MST	America/Edmonton
1	USA	826	VA	-5	Y	SSM-FSN	Virginia	EST	America/New_York
1	USA	828	NC	-5	Y	SSM-FSN	North Carolina	EST	America/New_York
1	DOM	829		-4	N		Dominican Republic	AST	America/Santo_Domingo
1	USA	830	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	831	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	832	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	835	PA	-5	Y	SSM-FSN	Pennsylvania	EST	America/New_York
